"ID","CHAPTER_ID","DIFFICULTY","QUESTION","TEXT_REFERENCE"
"423","6","3","How did the First Punic War transform Rome's status and role in the Mediterranean world fundamentally? (SELECT ALL THAT APPLY)",
"424","7","1","What was Carthage's most significant problem immediately after losing the First Punic War in 241 BCE?",
"425","7","1","Why did Rome rely on citizen soldiers while Carthage relied on mercenary armies militarily?",
"426","7","1","What was the critical weakness of Carthage's mercenary military system?",
"427","7","1","What diverse groups of soldiers composed Carthage's mercenary armies after the First Punic War?",
"428","7","1","Who led the mercenary rebellion against Carthage starting in 240 BCE?",
"429","7","1","What was the Mercenary War also called due to its geographic location?",
"430","7","1","What broader social forces supported the mercenary rebellion against Carthage militarily?",
"431","7","1","What happened to Matho after Carthage suppressed the mercenary rebellion around 238 BCE?",
"432","7","1","What fundamental weakness did the Mercenary War expose about Carthaginian military power?",
"433","7","1","What strategic decision did Carthage make to recover its power after the Mercenary War?",
"434","7","1","What did the nickname 'Barca' mean in the Carthaginian language and what did it reflect?",
"435","7","1","What was Hamilcar Barca's primary accomplishment during the First Punic War era?",
"436","7","1","How many sons did Hamilcar Barca have and which became the most famous historically?",
"437","7","1","What exceptional authority was Hamilcar Barca granted for his Spanish operations?",
"438","7","1","What multiple purposes did Carthage's Spanish conquest serve strategically? (SELECT ALL THAT APPLY)",
"439","7","1","When was Hannibal born and what was his early military experience?",
"440","7","1","What characteristics defined Hannibal's reputation as a military commander?",
"441","7","1","Around what year did Hannibal assume command of Carthaginian forces in Spain militarily?",
"442","7","1","What did the Ebro Treaty (226 BCE) establish regarding Rome and Carthage's spheres?",
"443","7","1","What was Hannibal's strategic vision for defeating Rome militarily?",
"444","7","2","What was Saguntum's political status and strategic significance in the region around 220 BCE?",
"445","7","2","Why did Hannibal begin military operations against Saguntum starting in 220 BCE?",
"446","7","2","How did Rome respond when Hannibal began the siege of Saguntum militarily?",
"447","7","2","What was the outcome of Saguntum's siege and what did it signify politically?",
"448","7","2","What was the approximate size of Hannibal's invasion army in 218 BCE? (SELECT ALL THAT APPLY)",
"449","7","2","What route did Hannibal choose for his invasion of Italy and what were its characteristics?",
"450","7","2","What challenges did Hannibal's army face militarily and logistically?  (SELECT ALL THAT APPLY)",
"451","7","2","What was the strategic outcome of the Battle of the Trebia River (218 BCE)?",
"452","7","2","How did Hannibal plan to achieve ultimate victory against Rome after initial victories? (SELECT ALL THAT APPLY)",
"453","7","2","What was Hannibal's assumption about how Italian allies would respond to Carthaginian military victories?",
"454","7","3","What was the Fabian strategy employed by Fabius Maximus and why was it controversial in Rome? (SELECT ALL THAT APPLY)",
"455","7","3","How did Roman political leaders respond to the Fabian strategy militarily and politically? (SELECT ALL THAT APPLY)",
"456","7","3","What was the approximate size of the Roman army mobilized to confront Hannibal at Cannae in 216 BCE?",
"457","7","3","What tactical maneuver did Hannibal employ at Cannae to achieve overwhelming victory? (SELECT ALL THAT APPLY)",
"458","7","3","What was the scale of Roman casualties and the outcome of the Battle of Cannae in 216 BCE? (SELECT ALL THAT APPLY)",
"459","7","3","How did the psychological impact of Cannae affect Rome's political and military situation? (SELECT ALL THAT APPLY)",
"460","7","3","What was Hannibal's strategic goal following his victories and what was the result? (SELECT ALL THAT APPLY)",
"461","7","3","What fundamental problem did Hannibal face despite his military victories in Italy militarily? (SELECT ALL THAT APPLY)",
"462","7","3","How did Rome respond strategically to the Cannae disaster and continued Hannibal's presence? (SELECT ALL THAT APPLY)",
"463","7","3","What institutional capacity did Rome demonstrate in surviving the catastrophe at Cannae? (SELECT ALL THAT APPLY)",
"464","7","3","Who was Scipio and what made his appointment to command in Spain unusual militarily? (SELECT ALL THAT APPLY)",
"465","7","3","What were Scipio's major achievements during his Spanish military campaigns? (SELECT ALL THAT APPLY)",
"466","7","3","What strategic significance did Scipio's victory of Hasdrubal in Spain have for the overall war? (SELECT ALL THAT APPLY)",
"467","7","3","What was Scipio's strategic response to Hannibal's superior tactical brilliance in Italy? (SELECT ALL THAT APPLY)",
"468","7","3","What did Scipio's invasion of North Africa in 204 BCE force Carthage to do militarily? (SELECT ALL THAT APPLY)",
"469","7","3","What was the significance of Hannibal's recall from Italy after more than a decade of campaigning? (SELECT ALL THAT APPLY)",
"470","7","3","What characterized the Battle of Zama (202 BCE) compared to earlier Carthaginian victories? (SELECT ALL THAT APPLY)",
"471","7","3","What were the major terms imposed on Carthage by the Treaty of Zama (201 BCE)? (SELECT ALL THAT APPLY)",
"472","7","3","How did the Second Punic War transform Rome's position in the Mediterranean world? (SELECT ALL THAT APPLY)",
"473","7","3","What was Carthage's fate following the Second Punic War and what did this demonstrate? (SELECT ALL THAT APPLY)",
"474","8","1","During the Second Punic War, which Macedonian king allied with Hannibal against Rome?",
"475","8","1","What was the primary weapon of the Macedonian phalanx formation?",
"476","8","1","Which general commanded the Roman forces that defeated Philip V at Cynoscephalae?",
"477","8","1","In what year did the Battle of Cynoscephalae occur?",
"478","8","1","What did the Roman legionary system have that gave it advantages over the Macedonian phalanx?",
"479","8","1","What did the Treaty of 196 BCE declare about Greek city-states?",
"480","8","1","Which of the following powers was Rome NOT in direct military conflict with during this period (201-149 BCE)?",
"481","8","1","Who was the Numidian king that harassed Carthage with Rome's support?",
"482","8","1","What economic problem did Carthage face after the Second Punic War ended?",
"483","8","1","Which of these statements about Carthage's recovery is true? (SELECT ALL THAT APPLY)",
"484","8","1","Who was 'Antiochus the Great'?",
"485","8","1","At what battle did Rome decisively defeat Antiochus III?",
"486","8","1","What was the largest war indemnity imposed by Rome in this period?",
"487","8","1","Which Spanish peoples most fiercely resisted Roman rule?",
"488","8","1","What famous Lusitanian resistance leader became a symbol of Spanish resistance?",
"489","8","1","What famous phrase did Cato the Elder repeatedly use to advocate for war?",
"490","8","1","How did Carthage's economic recovery affect Rome's attitude toward Carthage?",
"491","8","1","In what year did Rome declare war on Carthage in the Third Punic War?",
"492","8","1","Who commanded the Roman forces during the Third Punic War?",
"493","8","1","Which of these were consequences of Carthage's destruction in 146 BCE? (SELECT ALL THAT APPLY)",
"494","8","1","What was the primary reason Rome defeated Macedonia so decisively at Cynoscephalae?",
"495","8","1","How long was the siege of Carthage during the Third Punic War?",
"496","8","1","What did Rome do to Carthage after conquering it?",
"497","8","1","What new Roman province was created from Carthage's territory?",
"498","8","1","Which empire remained nominally independent but increasingly dependent on Rome by 150 BCE?",
"499","8","1","What advantage did the First Macedonian War give to Rome?",
"500","8","1","Which of these statements about Egypt is correct?",
"501","8","1","Why might Rome have encouraged Masinissa's harassment of Carthage?",
"502","8","1","What was the significance of the Battle of Pydna (168 BCE)?",
"503","8","1","Which of these consequences followed Rome's defeat of all major rivals by 149 BCE? (SELECT ALL THAT APPLY)",
"504","8","2","What was Philip V's primary strategic calculation when he allied with Hannibal?",
"505","8","2","How did Carthage's economic recovery after the Second War create strategic problems for Rome?",
"506","8","2","Which of the following were true about Flamininus as a Roman commander? (SELECT ALL THAT APPLY)",
"507","8","2","How did the Treaty of 196 BCE regarding Greece differ from typical Roman territorial conquest?",
"508","8","2","What was the relationship between Carthage's attempts to defend itself against Masinissa and Rome's declaration of war? (SELECT ALL THAT APPLY)",
"509","8","2","How did Cato the Elder shift Roman public opinion regarding Carthage?",
"510","8","2","Which of the following factors contributed to Rome's decision to completely destroy rather than merely conquer Carthage? (SELECT ALL THAT APPLY)",
"511","8","2","What did the Third Macedonian War (171-168 BCE) demonstrate about Roman power?",
"512","8","2","How did Rome's expansion into the Mediterranean create new administrative and political challenges? (SELECT ALL THAT APPLY)",
"513","8","2","What was ironic about Rome's strategy of using Masinissa to weaken Carthage?",
"514","8","2","What advantages did the Macedonian phalanx have compared to Roman legions? (SELECT ALL THAT APPLY)",
"515","8","2","Which of the following accurately describe the Hellenistic world that Rome was entering in the 3rd century BCE? (SELECT ALL THAT APPLY)",
"516","8","2","What were the main military restrictions placed on Carthage by the Treaty of 201 BCE? (SELECT ALL THAT APPLY)",
"517","8","2","What challenges did Carthage's economic recovery create for Rome's strategic planning?",
"518","8","2","Which of the following were consequences of Rome's military victories over the major Hellenistic powers? (SELECT ALL THAT APPLY)",
"519","8","2","What was the strategic significance of Rome's ability to conduct simultaneous warfare during the First Macedonian War? (SELECT ALL THAT APPLY)",
"520","8","2","Which statements accurately describe the Battle of Cynoscephalae? (SELECT ALL THAT APPLY)",
"521","8","2","What role did historical memory and trauma play in Rome's decision to destroy Carthage? (SELECT ALL THAT APPLY)",
"522","8","2","Which of the following represent ways Rome used diplomacy and alliance alongside military force during this period?",
"523","8","2","What contradictions existed between Rome's declared policies and actual practices toward the Mediterranean during this era?",
"524","8","3","Analyze the strategic paradox Rome faced after completely dominating the Mediterranean (SELECT ALL THAT APPLY)",
"525","8","3","How did Rome's treatment of different rivals reflect changing strategic thinking over time? (SELECT ALL THAT APPLY)",
"526","8","3","What role did information control and historical narrative play in Rome's actions toward Carthage? (SELECT ALL THAT APPLY)",
"527","8","3","Evaluate the relationship between Masinissa's harassment of Carthage and Rome's eventual conquest. Which interpretations are supported by the text?",
"528","8","3","How did the economic character of Carthage versus Rome shape their conflict?",
"529","8","3","Analyze Flamininus's diplomatic approach to Greece versus Rome's eventual destruction of Carthage. What do these contrasts suggest about Roman strategic thinking?",
"530","8","3","What did Rome's simultaneous warfare against multiple powers reveal about its institutional capacity compared to other ancient empires? (SELECT ALL THAT APPLY)",
"531","8","3","How did Rome's political decision-making process regarding Carthage's destruction reflect both rational strategic calculation and irrational fear?",
"532","8","3","Evaluate the argument that Rome's Mediterranean dominance in 149 BCE contained the seeds of future Roman civil conflict. Which elements support this interpretation?",
"533","8","3","How did the concept of 'Pax Romana' emerge from Rome's military dominance, and what tensions did it create?",
"534","8","3","Analyze the strategic paradox Rome faced after completely dominating the Mediterranean (SELECT ALL THAT APPLY)",
"535","8","3","How did Rome's treatment of different rivals reflect changing strategic thinking over time? (SELECT ALL THAT APPLY)",
"536","8","3","What role did information control and historical narrative play in Rome's actions toward Carthage? (SELECT ALL THAT APPLY)",
"537","8","3","Evaluate the relationship between Masinissa's harassment of Carthage and Rome's eventual conquest. Which interpretations are supported by the text? (SELECT ALL THAT APPLY)",
"538","8","3","How did the economic character of Carthage versus Rome shape their conflict? (SELECT ALL THAT APPLY)",
"539","8","3","Analyze Flamininus's diplomatic approach to Greece versus Rome's eventual destruction of Carthage. What do these contrasts suggest about Roman strategic thinking? (SELECT ALL THAT APPLY)",
"540","8","3","What did Rome's simultaneous warfare against multiple powers reveal about its institutional capacity compared to other ancient empires? (SELECT ALL THAT APPLY)",
"541","8","3","How did Rome's political decision-making process regarding Carthage's destruction reflect both rational strategic calculation and irrational fear? (SELECT ALL THAT APPLY)",
"542","8","3","Evaluate the argument that Rome's Mediterranean dominance in 149 BCE contained the seeds of future Roman civil conflict. Which elements support this interpretation? (SELECT ALL THAT APPLY)",
"543","8","3","How did the concept of 'Pax Romana' emerge from Rome's military dominance, and what tensions did it create? (SELECT ALL THAT APPLY)",
"544","9","1","What fundamental problem did Rome's victory in the Punic Wars create?",
"545","9","1","What was a fundus in traditional Roman agriculture?",
"546","9","1","Who was the paterfamilias in Roman agricultural society?",
"547","9","1","Why was the combination of independent farmer and citizen-soldier important to Rome?",
"548","9","1","How long did the First Punic War last?",
"549","9","1","What was one major consequence of extended military service during the Punic Wars?",
"550","9","1","What economic advantage did latifundia have over small family farms?",
"551","9","1","What does the Latin word latifundium literally mean?",
"552","9","1","Who typically managed a latifundium on behalf of its wealthy owner?",
"553","9","1","What was the primary reason Rome's cities grew dramatically in the 2nd century BCE?",
"554","9","3","Analyze how the transformation from small farming to latifundia fundamentally altered Rome's social structure and stability (SELECT ALL THAT APPLY)",
"555","9","3","What does Rome's grain dependency reveal about the relationship between economics and political power? (SELECT ALL THAT APPLY)",
"556","9","3","How did the Gracchi brothers' positions within the aristocracy shape their reform agenda? (SELECT ALL THAT APPLY)",
"557","9","3","What structural flaw in Rome's system did Tiberius's conflict with the Senate reveal? (SELECT ALL THAT APPLY)",
"558","9","3","Why was the removal of tribune Octavius by Tiberius unprecedented and constitutionally dangerous? (SELECT ALL THAT APPLY)",
"559","9","3","How did the Senate's response to the Gracchi reveal the underlying incompatibility between Republic ideals and aristocratic interests? (SELECT ALL THAT APPLY)",
"560","9","3","What contrast exists between Gaius's comprehensive reform package and his failure to achieve most of it? (SELECT ALL THAT APPLY)",
"561","9","3","How did the Gracchi crisis fundamentally change Rome's political culture and long-term trajectory?",
"562","9","3","What explains why the Gracchi reforms partially survived even though both brothers were killed?",
"563","9","3","How did the foundational contradiction between Rome's mythology and its actual development in the 2nd century BCE shape the eventual crisis?",
"564","9","1","What system did displaced urban poor rely on for survival in Rome?",
"565","9","1","What was the clientela system?",
"566","9","1","How was Rome's situation different from Athens regarding urban populations?",
"567","9","1","Why did Italy and Rome depend on imported grain despite having rich agricultural land?",
"568","9","1","What was Rome's estimated urban population by the 2nd century BCE?",
"569","9","1","Who held the most influence over Tiberius and Gaius Gracchus's political thinking?",
"570","9","1","What was ager publicus?",
"571","9","1","What office did Tiberius Gracchus hold when he proposed land reform?",
"572","9","1","What unprecedented action did Tiberius take to overcome Senate obstruction?",
"573","9","1","How did Tiberius Gracchus die?",
"574","9","2","Why did the Senate strongly oppose Tiberius Gracchus's land redistribution proposal?",
"575","9","2","What interconnected problems did Rome face by the early 2nd century BCE?",
"576","9","2","How did the explosion of slavery after the Punic Wars transform Roman agriculture?",
"577","9","2","Why Rome's founding mythology was incompatible with its 2nd century BCE reality? (SELECT ALL THAT APPLY)",
"578","9","2","What was the primary objective of Tiberius Gracchus's land reform?",
"579","9","2","What powers did Tiberius hold as tribune that allowed him to challenge Senate obstruction?",
"580","9","2","Why was the murder of Tiberius Gracchus shocking to Roman society beyond the violence itself?",
"581","9","2","What did Gaius Gracchus's grain law (lex frumentaria) accomplish?",
"582","9","2","What made Gaius's proposal to expand citizenship to Italian allies revolutionary? (SELECT ALL THAT APPLY)",
"583","9","2","What was the long-term impact of the Gracchi reforms despite their violent suppression?",
"584","9","2","How did the patronage system (clientela) reinforce social inequality in Rome?",
"585","9","2","What did latifundia owners have in common with the wealthy families dominating the Senate?",
"586","9","2","Why was Rome's dependence on imported grain a source of political vulnerability? (SELECT ALL THAT APPLY)",
"587","9","2","What was the relationship between land concentration and military recruitment in Rome? (SELECT ALL THAT APPLY)",
"588","9","2","How did Cornelia influence her sons' political philosophy?",
"589","9","2","What was the fundamental contradiction in Tiberius's proposal to stand for re-election as tribune?",
"590","9","2","What did the Senate's refusal to prosecute Scipio Nasica for murdering Tiberius reveal?",
"591","9","2","What economic and social reforms did Gaius Gracchus propose beyond land redistribution? (SELECT ALL THAT APPLY)",
"592","9","2","Who were the equestrians (equites) and why did Gaius threaten Senate interests by empowering them?",
"593","9","2","What was the paradox of the Gracchi's ultimate failure?",
